,Name,Hyperlink,Relations,Species,Origin,Gender,Status
408,Scary Glenn,https://rickandmorty.fandom.com/wiki/Scary_Glenn,"['Scary Terry', 'Rick Sanchez']",Mythological Creature,Mr. Goldenfold's dream,Male,Alive
409,Scary Melissa,https://rickandmorty.fandom.com/wiki/Scary_Melissa,"['Scary Terry', 'Scary Brandon', 'Rick Sanchez', 'Morty Smith']",unknown,unknown,Genderless,unknown
410,Scary Terry,https://rickandmorty.fandom.com/wiki/Scary_Terry,"['Scary Melissa', 'Scary Brandon', 'Rick Sanchez', 'Morty Smith']",Mythological Creature,Mr. Goldenfold's dream,Male,Alive
411,Schlami,https://rickandmorty.fandom.com/wiki/Schlami,[],unknown,unknown,Genderless,unknown
412,Scroopy Noopers,https://rickandmorty.fandom.com/wiki/Scroopy_Noopers,"['Plutonian', 'King Flippy Nips', 'Jerry Smith', 'Morty Smith']",Alien,Pluto,Male,Alive
413,Scropon,https://rickandmorty.fandom.com/wiki/Scropon,"['Rick Sanchez', 'Morty Smith', 'Revolio Clockberg, Jr.', 'Birdperson', 'Tammy Guterman', 'Beth Smith', 'Gromflomites']",Alien,unknown,Male,unknown
414,Scrotians,https://rickandmorty.fandom.com/wiki/Scrotians,"['Cromulons', 'Birdperson', 'Tammy Guterman', 'Rick Sanchez', 'Logic']",unknown,unknown,Genderless,unknown
415,SEAL Team Ricks,https://rickandmorty.fandom.com/wiki/SEAL_Team_Ricks,"['Rick Sanchez (D-99)', 'Rick Sanchez', 'Council of Ricks', 'Gromflomites', 'Commander Rick']",unknown,unknown,Genderless,unknown
416,Self-Congratulatory Jerry,https://rickandmorty.fandom.com/wiki/Self-Congratulatory_Jerry,['Jerry Smith'],Mythological Creature,Nuptia 4,Male,unknown
417,Semosites,https://rickandmorty.fandom.com/wiki/Semosites,"['Rick Sanchez', 'Morty Smith']",unknown,unknown,Genderless,unknown
418,Severnians,https://rickandmorty.fandom.com/wiki/Severnians,[],unknown,unknown,Genderless,unknown
419,Shadow Council of Ricks,https://rickandmorty.fandom.com/wiki/Shadow_Council_of_Ricks,"['Rick D. Sanchez III', 'Garment District Rick', 'Council of Ricks', 'Evil Morty', 'Sheikh Rick']",unknown,unknown,Genderless,unknown
420,Sheikh Rick,https://rickandmorty.fandom.com/wiki/Sheikh_Rick,['Shadow Council of Ricks'],unknown,unknown,Genderless,unknown
421,Shimshamians,https://rickandmorty.fandom.com/wiki/Shimshamians,[],unknown,unknown,Genderless,unknown
422,Shleemypants,https://rickandmorty.fandom.com/wiki/Shleemypants,"['Rick Sanchez', 'Chris']",unknown,unknown,Male,Alive
423,Shmlamantha Shmlicelli,https://rickandmorty.fandom.com/wiki/Shmlamantha_Shmlicelli,[],Human,unknown,Female,Alive
424,Shmlangela Shmlobinson-Shmlower,https://rickandmorty.fandom.com/wiki/Shmlangela_Shmlobinson-Shmlower,[],Human,unknown,Female,Alive
425,Shmlona Shmlobinson,https://rickandmorty.fandom.com/wiki/Shmlona_Shmlobinson,[],Human,unknown,Female,Alive
426,Shmlonathan Shmlower,https://rickandmorty.fandom.com/wiki/Shmlonathan_Shmlower,[],Human,unknown,Male,Alive
427,Shmlony Shmlicelli,https://rickandmorty.fandom.com/wiki/Shmlony_Shmlicelli,[],Human,unknown,Male,Alive
428,Shmooglite Runner,https://rickandmorty.fandom.com/wiki/Shmooglite_Runner,"['Rick Sanchez', 'Gibble Snake']",Alien,Resort Planet,Male,unknown
429,Shnoopy Bloopers,https://rickandmorty.fandom.com/wiki/Shnoopy_Bloopers,['Rick Sanchez'],Alien,unknown,Male,unknown
430,Shrimp Rick,https://rickandmorty.fandom.com/wiki/Shrimp_Rick,['Rick Sanchez'],unknown,unknown,Genderless,unknown
431,Shrimply Pibbles,https://rickandmorty.fandom.com/wiki/Shrimply_Pibbles,"['Jerry Smith', 'Old Reptile']",Alien,unknown,Male,Alive
432,Simon,https://rickandmorty.fandom.com/wiki/Simon,"['The President', 'Cromulons', 'General Nathan', 'Rick Sanchez']",Human,Earth (Replacement Dimension),Male,Alive
433,Simple Rick,https://rickandmorty.fandom.com/wiki/Simple_Rick,"['Diane Sanchez', 'Rick D. Sanchez III', 'Rick Sanchez', 'Rick Sanchez (J-22)', 'Regional Manager Rick']",Human,unknown,Male,Dead
434,Simulation Morty,https://rickandmorty.fandom.com/wiki/Simulation_Morty,"['Morty Smith', 'Rick Sanchez']",unknown,unknown,Genderless,unknown
435,Sleepy Gary,https://rickandmorty.fandom.com/wiki/Sleepy_Gary,"['Memory Parasites', 'Beth Smith', 'Jerry Smith', 'Summer Smith', 'Morty Smith', 'Rick Sanchez', 'Diane Sanchez', ""Rick's Father"", 'Hemorrhage', 'Gwendolyn', 'Morty Jr.', 'Mr. Beauregard']",Alien,unknown,Male,Dead
436,Slick Morty,https://rickandmorty.fandom.com/wiki/Slick_Morty,"['Teacher Rick', 'Glasses Morty']",Human,unknown,Male,Dead
437,Slippery Stair,https://rickandmorty.fandom.com/wiki/Slippery_Stair,"['Morty Smith', 'Rick Sanchez']",Mythological Creature,Fantasy World,Male,Alive
438,Slow Mobius,https://rickandmorty.fandom.com/wiki/Slow_Mobius,"['Rick Sanchez', 'Morty Smith', 'Jessica']",Humanoid,unknown,Male,Alive
439,Slow Rick,https://rickandmorty.fandom.com/wiki/Slow_Rick,"['Teacher Rick', 'Rick Sanchez', 'Lucius Needful']",Human,unknown,Male,Alive
440,Smarkians,https://rickandmorty.fandom.com/wiki/Smarkians,[],unknown,unknown,Genderless,unknown
441,Snuffles,https://rickandmorty.fandom.com/wiki/Snuffles,"['Morty Smith', 'Rick Sanchez', 'Jerry Smith']",Animal,Story Train,Male,Alive
442,Solicitor Rick,https://rickandmorty.fandom.com/wiki/Solicitor_Rick,"['Rick Sanchez', 'Morty Smith', 'Council of Ricks', 'Gromflomites']",Human,unknown,Male,unknown
443,Space Cruiser,https://rickandmorty.fandom.com/wiki/Space_Cruiser,[],Robot,Earth (Replacement Dimension),Female,Alive
444,Space Snake,https://rickandmorty.fandom.com/wiki/Space_Snake,[],unknown,unknown,Genderless,unknown
445,Sperm Queen,https://rickandmorty.fandom.com/wiki/Sperm_Queen,"['Morty Smith', 'Sticky', 'Rick Sanchez', 'Jerry Smith', 'Beth Smith', 'Summer Smith']",unknown,Morty,Female,Dead
446,Squanchy,https://rickandmorty.fandom.com/wiki/Squanchy,"['Rick Sanchez', 'Tammy Guterman', 'Birdperson']",Alien,Planet Squanch,Male,unknown
447,Squeeb,https://rickandmorty.fandom.com/wiki/Squeeb,"['Gaia', 'Reggie', 'Ticktock', 'Florflok', 'Rick Sanchez', 'Beth Smith', 'Jerry Smith']",Humanoid,Gaia,Genderless,Alive
448,Stacy,https://rickandmorty.fandom.com/wiki/Stacy,"['Morty Smith', 'Rick Sanchez', 'Toxic Rick', 'Toxic Morty']",Human,Earth (Replacement Dimension),Female,Alive
449,Stair Goblins,https://rickandmorty.fandom.com/wiki/Stair_Goblins,[],unknown,unknown,Genderless,unknown
450,Stealy,https://rickandmorty.fandom.com/wiki/Stealy,['Mr. Poopybutthole'],Poopybutthole,unknown,Male,Alive
451,Steve (Mortyplicity),https://rickandmorty.fandom.com/wiki/Steve_(Mortyplicity),"['The President', 'Rick Sanchez']",unknown,unknown,Genderless,unknown
452,Steven Phillips,https://rickandmorty.fandom.com/wiki/Steven_Phillips,"['Nippalians', 'Unity', 'Summer Smith', 'Morty Smith']",Alien,Unity's Planet,Male,Alive
453,Steven Smith,https://rickandmorty.fandom.com/wiki/Steven_Smith,"['Memory Parasites', 'Leonard Smith', 'Joyce Smith', 'Jerry Smith', 'Unnamed Uncle', 'Beth Smith', 'Summer Smith', 'Morty Smith', 'Hemorrhage', 'Gwendolyn', 'Morty Jr.', 'Rick Sanchez']",unknown,unknown,Genderless,unknown
454,Sticky,https://rickandmorty.fandom.com/wiki/Sticky,"['Naruto Smith', 'Sperm Queen', 'Morty Smith', 'Rick Sanchez', 'Jerry Smith', 'Beth Smith', 'Summer Smith']",unknown,Morty,Male,Alive
455,Story Lord,https://rickandmorty.fandom.com/wiki/Story_Lord,"['Rick Sanchez', 'Morty Smith', 'Jesus Christ']",unknown,unknown,Genderless,unknown
456,Stu,https://rickandmorty.fandom.com/wiki/Stu,"['Prince Nebulon', 'Rick Sanchez', 'Jerry Smith', 'Morty Smith']",Alien,unknown,Male,Dead
457,Submarine Nazi,https://rickandmorty.fandom.com/wiki/Submarine_Nazi,['Mr. Beauregard'],unknown,unknown,Genderless,unknown
458,Summer Smith,https://rickandmorty.fandom.com/wiki/Summer_Smith,"['Jerry Smith', 'Beth Smith', 'Morty Smith (Replacement Dimension)', 'Morty Smith', 'Naruto Smith', 'Leonard Smith', 'Joyce Smith', 'Unnamed Uncle', 'Rick Sanchez (Replacement Dimension)', 'Rick Sanchez', 'Diane Sanchez', ""Rick's Father"", 'Hemorrhage', 'Gwendolyn', 'Morty Jr.', 'Ethan', 'Frank Palicky', 'Toby Matthews', 'Nancy', 'Grace', 'Tricia Lange', 'Snuffles', 'Lucius Needful', 'Daphne', 'Tammy Guterman', 'Birdperson', 'Jacob Philip', 'Tiny Rick', 'Bruce Chutback', 'Summer Smith (Cronenberged dimension)']",Human,Earth (C-137),Female,Alive
459,Summer Smith (304-X),https://rickandmorty.fandom.com/wiki/Summer_Smith_(304-X),"['Jerry Smith (304-X)', 'Beth Smith (304-X)', 'Morty Smith (304-X)', 'Summer Smith (C-132)', 'Rick Sanchez (C-132)', 'Morty Smith (C-132)', 'Morty Smith', 'Jerry Smith', 'Beth Smith']",unknown,unknown,Genderless,unknown
460,Summer Smith (C-132),https://rickandmorty.fandom.com/wiki/Summer_Smith_(C-132),"['Beth Smith (C-132)', 'Morty Smith (C-132)', 'Rick Sanchez (C-132)', 'Summer Smith', 'Mr. Poopybutthole', 'Rick Sanchez', 'Morty Smith', 'Jerry Smith', 'Beth Smith']",unknown,unknown,Genderless,unknown
461,Summer Smith (Cronenberged dimension),https://rickandmorty.fandom.com/wiki/Summer_Smith_(Cronenberged_dimension),"['Jerry Smith (Cronenberged dimension)', 'Morty Smith', 'Leonard Smith', 'Joyce Smith', 'Unnamed Uncle', 'Rick Sanchez', 'Diane Sanchez', ""Rick's Father"", 'Ethan', 'Frank Palicky', 'Summer Smith', 'Snuffles', 'Cronenberg Morty', 'Space Cruiser', 'Tammy Guterman', 'Nancy', 'Jacob Philip', 'Jerry Smith', 'Beth Smith']",unknown,unknown,Genderless,unknown
462,Summer Smith (Evil Rick's Target Dimension),https://rickandmorty.fandom.com/wiki/Summer_Smith_(Evil_Rick%27s_Target_Dimension),"[""Jerry Smith (Evil Rick's Target Dimension)"", ""Beth Smith (Evil Rick's Target Dimension)"", ""Morty Smith (Evil Rick's Target Dimension)"", ""Rick Sanchez (Evil Rick's Target Dimension)"", 'Summer Smith', 'Evil Rick Sanchez', 'Evil Morty']",unknown,unknown,Genderless,unknown
463,Summer Smith (Goldenfold's Dream),https://rickandmorty.fandom.com/wiki/Summer_Smith_(Goldenfold%27s_Dream),"['Mr. Goldenfold', 'Mrs. Pancakes', 'Morty Smith', 'Rick Sanchez']",unknown,unknown,Genderless,unknown
464,Summer's Boyfriend,https://rickandmorty.fandom.com/wiki/Summer%27s_Boyfriend,['Summer Smith'],unknown,unknown,Genderless,unknown
465,Summer's Girlfriend,https://rickandmorty.fandom.com/wiki/Summer%27s_Girlfriend,['Summer Smith'],unknown,unknown,Genderless,unknown
466,Supernova,https://rickandmorty.fandom.com/wiki/Supernova,"['Alan Rails', 'Million Ants', 'Noob-Noob', 'Vance Maximus', 'Revolio Clockberg, Jr.']",Human,unknown,Female,Alive
467,Supreme Guard Ricks,https://rickandmorty.fandom.com/wiki/Supreme_Guard_Ricks,[],unknown,unknown,Genderless,unknown
468,Taddy Mason,https://rickandmorty.fandom.com/wiki/Taddy_Mason,"['Rick Sanchez', 'Morty Smith']",Human,Earth (Replacement Dimension),Male,Alive
469,Taint Washer,https://rickandmorty.fandom.com/wiki/Taint_Washer,"['Lord Henderfinger', 'Genital Washer', 'Morty Smith', 'Armothy']",Human,Post-Apocalyptic Earth,Male,Alive
470,Talking Cat,https://rickandmorty.fandom.com/wiki/Talking_Cat,"['Jerry Smith', 'Rick Sanchez', 'Balthromaw']",Animal,unknown,Male,Alive
471,Tammy Guterman,https://rickandmorty.fandom.com/wiki/Tammy_Guterman,"['Jerry Smith', 'Birdperson', 'Pat Guterman', 'Donna Guterman', ""Birdperson's Daughter"", 'Summer Smith', 'Mr. Meeseeks', 'Rick Sanchez', 'Brad', 'Morty Smith', 'Squanchy']",unknown,unknown,Genderless,unknown
472,Task Force Alpha,https://rickandmorty.fandom.com/wiki/Task_Force_Alpha,['The President'],unknown,unknown,Genderless,unknown
473,Teacher Rick,https://rickandmorty.fandom.com/wiki/Teacher_Rick,"['Rick Sanchez', 'Lizard Morty', 'Slick Morty', 'Glasses Morty', 'Slow Rick', 'Maximums Rickimus']",Human,unknown,Male,Alive
474,Terry,https://rickandmorty.fandom.com/wiki/Terry,"['Scary Terry', 'Cromulons']",Human,Earth (Replacement Dimension),Male,unknown
475,Terryfolds,https://rickandmorty.fandom.com/wiki/Terryfolds,[],unknown,unknown,Genderless,unknown
476,The Garage,https://rickandmorty.fandom.com/wiki/The_Garage,"['Rick Sanchez', 'Space Cruiser', 'Summer Smith', 'Morty Smith', 'Jessica']",unknown,unknown,Genderless,unknown
477,The Little Girl,https://rickandmorty.fandom.com/wiki/The_Little_Girl,"['Centaur', 'Mrs. Pancakes', 'Mr. Goldenfold', 'Scary Terry']",unknown,unknown,Genderless,unknown
478,The One True Morty,https://rickandmorty.fandom.com/wiki/The_One_True_Morty,"['Morty Smith', 'Evil Rick Sanchez']",unknown,unknown,Genderless,unknown
479,The President,https://rickandmorty.fandom.com/wiki/The_President,"['General Nathan', 'Cromulons', 'Rick Sanchez', 'Morty Smith', 'Water-T', 'Snuffles', 'Naruto Smith']",unknown,unknown,Genderless,unknown
480,The President of the Miniverse,https://rickandmorty.fandom.com/wiki/The_President_of_the_Miniverse,"['Zeep Xanflorp', 'Chris (The Ricks Must Be Crazy)', 'Kyle', 'Rick Sanchez']",Humanoid,Zeep Xanflorp's Miniverse,Male,Dead
481,The Scientist Formerly Known as Rick,https://rickandmorty.fandom.com/wiki/The_Scientist_Formerly_Known_as_Rick,"['Council of Ricks', 'Rick Sanchez', 'Evil Rick Sanchez', 'Evil Morty']",Human,unknown,Male,Dead
482,Thomas Lipnip,https://rickandmorty.fandom.com/wiki/Thomas_Lipnip,"[""Tommy's Clone"", 'Joseph Lipnip', 'Mrs. Lipnip', 'Beth Smith', 'Rick Sanchez']",unknown,unknown,Genderless,unknown
483,Three Unknown Things,https://rickandmorty.fandom.com/wiki/Three_Unknown_Things,"['Piece of Toast', 'Two Guys with Handlebar Mustaches', 'Man Painted Silver Who Makes Robot Noises', 'Garmanarnar', 'Hole in the Wall Where the Men Can See it All', 'Bobby Moynihan']",Alien,unknown,Genderless,Alive
484,Ticktock,https://rickandmorty.fandom.com/wiki/Ticktock,"['Gaia', 'Reggie', 'Florflok', 'Squeeb', 'Rick Sanchez', 'Beth Smith', 'Jerry Smith']",Humanoid,Gaia,Genderless,unknown
485,Time Bird,https://rickandmorty.fandom.com/wiki/Time_Bird,[],unknown,unknown,Genderless,unknown
486,Tina-Teers,https://rickandmorty.fandom.com/wiki/Tina-Teers,"['Eddie', 'Xing Ho', 'Planetina', 'Morty Smith']",unknown,unknown,Genderless,unknown
487,Tinkles,https://rickandmorty.fandom.com/wiki/Tinkles,['Memory Parasites'],Alien,unknown,Female,Dead
488,Tiny Rick,https://rickandmorty.fandom.com/wiki/Tiny_Rick,"['Rick Sanchez', 'Morty Smith', 'Coach Feratu']",Human,Earth (Replacement Dimension),Male,Dead
489,Toby Matthews,https://rickandmorty.fandom.com/wiki/Toby_Matthews,"['Summer Smith', 'Tiny Rick', 'Ethan']",Human,Earth (Replacement Dimension),Male,Alive
490,Todd Crystal,https://rickandmorty.fandom.com/wiki/Todd_Crystal,"['Nippalians', 'Unity']",Alien,Unity's Planet,Male,Alive
491,Tommy's Clone,https://rickandmorty.fandom.com/wiki/Tommy%27s_Clone,"['Thomas Lipnip', 'The Garage', 'Joseph Lipnip', 'Mrs. Lipnip', 'Beth Smith', 'Rick Sanchez']",Human,Earth (Replacement Dimension),Male,Alive
492,Tony's Wife,https://rickandmorty.fandom.com/wiki/Tony%27s_Wife,['Rick Sanchez'],unknown,unknown,Genderless,unknown
493,Tophat Jones,https://rickandmorty.fandom.com/wiki/Tophat_Jones,[],Mythological Creature,unknown,Male,Dead
494,Tortured Mortys,https://rickandmorty.fandom.com/wiki/Tortured_Mortys,"['Evil Rick Sanchez', 'Morty Smith', 'Rick Sanchez']",unknown,unknown,Genderless,unknown
495,Tough Rat,https://rickandmorty.fandom.com/wiki/Tough_Rat,['Rick Sanchez'],unknown,unknown,Genderless,unknown
496,Toxic Morty,https://rickandmorty.fandom.com/wiki/Toxic_Morty,"['Toxic Rick', 'Morty Smith', 'Rick Sanchez', 'Healthy Rick']",Humanoid,Detoxifier,Male,Dead
497,Toxic Rick,https://rickandmorty.fandom.com/wiki/Toxic_Rick,"['Toxic Morty', 'Rick Sanchez', 'Healthy Rick', 'Morty Smith', 'Stacy', 'Space Cruiser']",Humanoid,Detoxifier,Male,Dead
498,Traflorkians,https://rickandmorty.fandom.com/wiki/Traflorkians,"['Rick Sanchez', 'Dr. Glip-Glop', 'Jerry Smith']",unknown,unknown,Genderless,unknown
499,Trandor,https://rickandmorty.fandom.com/wiki/Trandor,"['Kiara', 'Morty Smith']",Alien,Krootabulon,Male,Alive
500,Tricia Lange,https://rickandmorty.fandom.com/wiki/Tricia_Lange,"['Ethan', 'Summer Smith', 'Morty Smith', 'Jessica', 'Holly Hooks', 'Brad', 'Nancy', 'Jerry Smith', 'Tammy Guterman']",Human,Earth (Replacement Dimension),Female,Alive
501,Trunk Morty,https://rickandmorty.fandom.com/wiki/Trunk_Morty,"['Trunk People', 'Morty Smith', 'Evil Morty', 'Crystallized Morty', 'Michael Denny and the Denny Singers']",Humanoid,Trunk World,Male,Alive
502,Trunk People,https://rickandmorty.fandom.com/wiki/Trunk_People,"['Trunk Morty', 'Morty Smith']",unknown,unknown,Genderless,unknown
503,Truth Tortoise,https://rickandmorty.fandom.com/wiki/Truth_Tortoise,"['Rick Sanchez', 'Morty Smith']",Mythological Creature,unknown,Male,unknown
504,Tumblorkians,https://rickandmorty.fandom.com/wiki/Tumblorkians,['Shrimply Pibbles'],unknown,unknown,Genderless,unknown
505,Tusked Assassin,https://rickandmorty.fandom.com/wiki/Tusked_Assassin,"['Risotto Groupon', 'Rick Sanchez', 'Jerry Smith', 'Gibble Snake']",Alien,Resort Planet,Male,unknown
506,Two Crows,https://rickandmorty.fandom.com/wiki/Two_Crows,"['Crowscare', 'Rick Sanchez', 'Morty Smith']",Animal,Earth (Replacement Dimension),Genderless,Alive
507,Two Guys with Handlebar Mustaches,https://rickandmorty.fandom.com/wiki/Two_Guys_with_Handlebar_Mustaches,"['Piece of Toast', 'Man Painted Silver Who Makes Robot Noises', 'Garmanarnar', 'Three Unknown Things', 'Hole in the Wall Where the Men Can See it All', 'Bobby Moynihan']",Human,unknown,Male,Alive
508,Unity,https://rickandmorty.fandom.com/wiki/Unity,"['Rick Sanchez', 'Beta-Seven', 'Morty Smith', 'Nippalians']",Alien,unknown,Genderless,Alive
509,Unmuscular Michaels,https://rickandmorty.fandom.com/wiki/Unmuscular_Michaels,[],unknown,unknown,Genderless,unknown
510,Unnamed Uncle,https://rickandmorty.fandom.com/wiki/Unnamed_Uncle,"['Joyce Smith', 'Steven Smith', 'Jerry Smith', 'Beth Smith', 'Summer Smith', 'Morty Smith', 'Hemorrhage', 'Gwendolyn', 'Morty Jr.']",unknown,unknown,Genderless,unknown
511,Vampire Master,https://rickandmorty.fandom.com/wiki/Vampire_Master,['Coach Feratu'],Mythological Creature,Earth (Replacement Dimension),Male,Alive
512,Vance Maximus,https://rickandmorty.fandom.com/wiki/Vance_Maximus,"['Morty Smith', 'Worldender']",Human,unknown,Male,Dead
513,Ventriloquiver,https://rickandmorty.fandom.com/wiki/Ventriloquiver,[],Humanoid,Plitzville Montana,Female,Alive
514,Vermigurber,https://rickandmorty.fandom.com/wiki/Vermigurber,[],Alien,unknown,Male,Alive
515,Visor Rick,https://rickandmorty.fandom.com/wiki/Visor_Rick,"['Rick Sanchez', 'Morty Smith', 'Council of Ricks']",Human,unknown,Male,Dead
516,Voltamatron,https://rickandmorty.fandom.com/wiki/Voltamatron,['Morty Smith'],unknown,unknown,Genderless,unknown
517,Vulvorvians,https://rickandmorty.fandom.com/wiki/Vulvorvians,['Rick Sanchez'],unknown,unknown,Genderless,unknown
518,Warlord of Titan,https://rickandmorty.fandom.com/wiki/Warlord_of_Titan,"['Morty Smith', 'Summer Smith', 'Beth Smith', 'Rick Sanchez', 'Jerry Smith', 'Warlord of Titan']",unknown,unknown,Genderless,unknown
519,Wasp Rick,https://rickandmorty.fandom.com/wiki/Wasp_Rick,"['Rick Sanchez', 'Mr. Goldenfold (Wasp Universe)', 'Hologram Rick']",Animal,Earth (Wasp Dimension),Male,Alive
520,Water-T,https://rickandmorty.fandom.com/wiki/Water-T,"['Helium-Q', 'Cromulons', 'The President', 'Rick Sanchez', 'Morty Smith', 'Numbericons']",unknown,unknown,Genderless,unknown
521,Wedding Bartender,https://rickandmorty.fandom.com/wiki/Wedding_Bartender,"['Tammy Guterman', 'Birdperson', 'Rick Sanchez', 'Morty Smith']",Alien,unknown,Male,unknown
522,Weird Rick,https://rickandmorty.fandom.com/wiki/Weird_Rick,"['Diane Sanchez', 'Rick Sanchez', 'Beth Sanchez (C-137)', 'Morty Smith']",unknown,unknown,Genderless,unknown
523,Western Morty,https://rickandmorty.fandom.com/wiki/Western_Morty,"['Council of Ricks', 'Western Rick', 'Morty Smith', 'Rick Sanchez']",unknown,unknown,Genderless,unknown
524,Western Rick,https://rickandmorty.fandom.com/wiki/Western_Rick,"['Council of Ricks', 'Western Morty', 'Rick Sanchez', 'Morty Smith', 'Salesman Rick', 'Afro Rick']",unknown,unknown,Genderless,unknown
525,Wharborgarbors,https://rickandmorty.fandom.com/wiki/Wharborgarbors,"['Morty Smith', 'Abrodolph Lincoler']",unknown,unknown,Genderless,unknown
526,Woman Rick,https://rickandmorty.fandom.com/wiki/Woman_Rick,"['Rick Sanchez', 'Morty Smith', 'Council of Ricks']",Alien,unknown,Female,Alive
527,Worldender,https://rickandmorty.fandom.com/wiki/Worldender,"['Vance Maximus', 'Rick Sanchez']",Alien,unknown,Male,Dead
528,Xing Ho,https://rickandmorty.fandom.com/wiki/Xing_Ho,"['Planetina', 'Morty Smith', 'Eddie']",Human,Earth (Replacement Dimension),Female,Dead
529,Xorjhans,https://rickandmorty.fandom.com/wiki/Xorjhans,[],unknown,unknown,Genderless,unknown
530,Yaarb,https://rickandmorty.fandom.com/wiki/Yaarb,"['Shrimply Pibbles', 'Jerry Smith']",Alien,unknown,Male,Alive
531,Yellow Headed Doctor,https://rickandmorty.fandom.com/wiki/Yellow_Headed_Doctor,['Shrimply Pibbles'],Alien,unknown,Male,Alive
532,Yellow Shirt Rick,https://rickandmorty.fandom.com/wiki/Yellow_Shirt_Rick,"['Blue Shirt Morty', 'Rick Sanchez', 'Morty Smith', 'Council of Ricks']",Human,unknown,Male,unknown
533,Zarbadar Gloonch,https://rickandmorty.fandom.com/wiki/Zarbadar_Gloonch,"['Gar Gloonch', 'Unity']",Alien,unknown,Female,Dead
534,Zarbadar's Mytholog,https://rickandmorty.fandom.com/wiki/Zarbadar%27s_Mytholog,"['Gar Gloonch', 'Zarbadar Gloonch']",Mythological Creature,Nuptia 4,Female,unknown
535,Zeep Xanflorp,https://rickandmorty.fandom.com/wiki/Zeep_Xanflorp,"['Rick Sanchez', 'Chris (The Ricks Must Be Crazy)', 'Space Cruiser', 'Kyle', 'Chris']",Humanoid,Rick's Battery Microverse,Male,Alive
536,Zerillians,https://rickandmorty.fandom.com/wiki/Zerillians,['Jerry Smith'],unknown,unknown,Genderless,unknown
537,Zeta Alpha Rick,https://rickandmorty.fandom.com/wiki/Zeta_Alpha_Rick,"['Council of Ricks', 'Rick Sanchez', 'Rick Prime', 'Maximums Rickimus', 'Quantum Rick', 'Riq IV', 'Ricktiminus Sancheziminius', 'The Scientist Formerly Known as Rick', 'Evil Rick Sanchez', 'Morty Smith', 'SEAL Team Ricks']",Human,unknown,Male,Dead
538,Jerry Smith,https://rickandmorty.fandom.com/wiki/Jerry_Smith,"['Beth Smith', 'Summer Smith', 'Morty Smith (Replacement Dimension)', 'Morty Smith', 'Morty Jr.', 'Naruto Smith', 'Rick Sanchez (Replacement Dimension)', 'Rick Sanchez', 'Diane Sanchez', ""Rick's Father"", 'Hemorrhage', 'Gwendolyn', 'Leonard Smith', 'Joyce Smith', 'Unnamed Uncle', 'Sleepy Gary', 'Kiara', 'Jerry Smith (Cronenberged dimension)', 'Mr. Meeseeks', 'King Flippy Nips', 'Plutonian', 'Risotto Groupon', 'Tammy Guterman', 'Ethan', 'Doofus Rick', 'Shrimply Pibbles']",Human,Earth (C-137),Male,Alive
539,Morty Smith,https://rickandmorty.fandom.com/wiki/Morty_Smith,"['Jerry Smith (Cronenberged dimension)', 'Summer Smith (Cronenberged dimension)', 'Morty Jr.', 'Rick Sanchez', 'Diane Sanchez', 'Leonard Smith', 'Joyce Smith', 'Jerry Smith', 'Beth Smith', 'Summer Smith', 'Unnamed Uncle', 'Gwendolyn', 'Naruto Smith', 'Jessica', 'Annie', 'Arthricia', 'Stacy', 'Jacqueline', ""Morty's Girlfriend"", 'Planetina', 'Birdperson', 'Diseases', 'Fart', 'Bootleg Portal Chemist Rick', 'Nick', 'Scroopy Noopers', 'Tina-Teers', 'Eddie', 'Mr. Goldenfold', 'Tiny Rick', 'Ethan', 'Thomas Lipnip', 'Snuffles', 'Brad', 'Zeep Xanflorp', 'Lighthouse Keeper']",Human,Earth (C-137),Male,Alive
